YEAR,REGION,PLANTING_DATE,MONTH,DAY,PD_WINDOW,IRRIGATION,SOIL,COMPANY_VARIETY,MG,MG_SECTION,PLANTING_DATE_FULL,MG_SEC,GENERAL_REGIONS,YIELD
2020,C,11-May,5,11,D,Non,Silt Loam,P39A58X,3.9,3.0-4.4,5/11/20,3.0_4.4,C,63.1
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,5/11/20,4.5_4.7,C,68
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,5/11/20,4.5_4.7,C,48.8
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,5/11/20,4.5_4.7,C,55.8
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,5/11/20,4.5_4.7,C,60.2
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,5/11/20,4.5_4.7,C,62.4
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,5/11/20,4.8_4.9,C,48.6
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,5/11/20,4.8_4.9,C,48.9
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,5/11/20,4.8_4.9,C,56.6
2020,C,11-May,5,11,D,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,5/11/20,4.5_4.7,C,58.4
2020,C,11-May,5,11,D,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,5/11/20,4.5_4.7,C,52.9
2020,C,11-May,5,11,D,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,5/11/20,4.5_4.7,C,50.9
2020,C,11-May,5,11,D,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,5/11/20,4.5_4.7,C,55.8
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,51.1
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,45.5
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,54.7
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,56.3
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,47.1
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,51.5
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,50.4
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,5/11/20,5.0_5.3,C,45.7
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,5/11/20,5.4+,C,47.8
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,5/11/20,5.4+,C,53.4
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,5/11/20,5.4+,C,60.8
2020,C,11-May,5,11,D,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,5/11/20,5.4+,C,52.9
2020,C,11-May,5,11,D,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,5/11/20,5.0_5.3,C,52.6
2020,C,11-May,5,11,D,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,5/11/20,5.0_5.3,C,51.6
2020,C,11-May,5,11,D,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,5/11/20,5.0_5.3,C,49.7
2020,C,11-May,5,11,D,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,5/11/20,5.0_5.3,C,49.8
2020,C,12-May,5,12,D,Non,Sand,Corteva-5.4-1,5.4,5.4-6.0,5/12/20,5.4+,C,39.6
2020,C,12-May,5,12,D,Non,Sand,Corteva-5.5-2,5.5,5.4-6.0,5/12/20,5.4+,C,39.5
2020,NE,12-May,5,12,D,Full,Silt Loam,S46XS60,4.6,4.5-4.7,5/12/20,4.5_4.7,N,62
2020,NE,12-May,5,12,D,Full,Clay,S47XT20,4.7,4.5-4.7,5/12/20,4.5_4.7,N,56
2020,NE,12-May,5,12,D,Full,Silt Loam,S47XT20,4.7,4.5-4.7,5/12/20,4.5_4.7,N,56
2020,NE,12-May,5,12,D,Full,Clay,S48XT56,4.8,4.8-4.9,5/12/20,4.8_4.9,N,61
2020,NE,12-May,5,12,D,Full,Clay,S48XT90,4.8,4.8-4.9,5/12/20,4.8_4.9,N,60
2020,NE,12-May,5,12,D,Full,Silt Loam,S48XT90,4.8,4.8-4.9,5/12/20,4.8_4.9,N,65
2020,NE,12-May,5,12,D,Full,Clay,S49XT70,4.9,4.8-4.9,5/12/20,4.8_4.9,N,53
2020,NE,12-May,5,12,D,Full,Silt Loam,S49XT70,4.9,4.8-4.9,5/12/20,4.8_4.9,N,56
2020,MW_MS,12-May,5,12,D,Full,Clay,S44-C7X,4.4,3.0-4.4,5/12/20,3.0_4.4,,75.1
2020,MW_MS,12-May,5,12,D,Full,Clay,S44-C7X,4.4,3.0-4.4,5/12/20,3.0_4.4,,87.8
2020,MW_MS,12-May,5,12,D,Full,Clay,S44-C7X,4.4,3.0-4.4,5/12/20,3.0_4.4,,84.9
2020,MW_MS,12-May,5,12,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/12/20,4.8_4.9,,76.1
2020,MW_MS,12-May,5,12,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/12/20,4.8_4.9,,87.7
2020,ME_MS,12-May,5,12,D,Non,Clay,S53-F7X,5.3,5.0-5.3,5/12/20,5.0_5.3,,53.1
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-1,4,3.0-4.4,5/13/20,3.0_4.4,LA,61.9
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-2,4,3.0-4.4,5/13/20,3.0_4.4,LA,65.8
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,5/13/20,3.0_4.4,LA,63.3
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,5/13/20,3.0_4.4,LA,59.8
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,5/13/20,3.0_4.4,LA,65.6
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-7,4.2,3.0-4.4,5/13/20,3.0_4.4,LA,65.1
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,5/13/20,3.0_4.4,LA,62.6
2020,LA,13-May,5,13,D,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,5/13/20,3.0_4.4,LA,76.9
2020,NW,13-May,5,13,D,Full,Loam,Corteva-4.6-1,4.6,4.5-4.7,5/13/20,4.5_4.7,N,77.8
2020,NW,13-May,5,13,D,Full,Loam,Corteva-4.8-2,4.8,4.8-4.9,5/13/20,4.8_4.9,N,75.8
2020,NW,13-May,5,13,D,Full,Loam,Corteva-4.8-3,4.8,4.8-4.9,5/13/20,4.8_4.9,N,71.4
2020,NW,13-May,5,13,D,Full,Loam,Corteva-5.4-1,5.4,5.4-6.0,5/13/20,5.4+,N,58.8
2020,NW,13-May,5,13,D,Full,Loam,Corteva-5.5-2,5.5,5.4-6.0,5/13/20,5.4+,N,65.3
2020,MW_MS,13-May,5,13,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/13/20,3.0_4.4,,85
2020,MW_MS,13-May,5,13,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/13/20,3.0_4.4,,77.4
2020,MW_MS,13-May,5,13,D,Full,Medium,S45-J3X,4.5,4.5-4.7,5/13/20,4.5_4.7,,84.6
2020,MW_MS,13-May,5,13,D,Full,Medium,S47-Y9X,4.7,4.5-4.7,5/13/20,4.5_4.7,,84.3
2020,MW_MS,13-May,5,13,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/13/20,4.8_4.9,,86.5
2020,MW_MS,13-May,5,13,D,Full,Medium,S50-G9XS,5,5.0-5.3,5/13/20,5.0_5.3,,72.1
2020,ME_MS,13-May,5,13,D,Non,Clay,S53-F7X,5.3,5.0-5.3,5/13/20,5.0_5.3,,25
2020,MW_MS,14-May,5,14,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/14/20,3.0_4.4,,73.3
2020,SE_AR,14-May,5,14,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/14/20,3.0_4.4,,56.7
2020,MW_MS,14-May,5,14,D,Full,Medium,S45-J3X,4.5,4.5-4.7,5/14/20,4.5_4.7,,70.2
2020,MW_MS,14-May,5,14,D,Full,Medium,S47-Y9X,4.7,4.5-4.7,5/14/20,4.5_4.7,,86.4
2020,MW_MS,14-May,5,14,D,Full,Medium,S47-Y9X,4.7,4.5-4.7,5/14/20,4.5_4.7,,71.2
2020,MW_MS,14-May,5,14,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/14/20,4.8_4.9,,89.7
2020,MW_MS,14-May,5,14,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/14/20,4.8_4.9,,72.4
2020,MW_MS,14-May,5,14,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/14/20,4.8_4.9,,73
2020,SE_AR,14-May,5,14,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/14/20,4.8_4.9,,54.6
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-1,4,3.0-4.4,5/15/20,3.0_4.4,LA,39
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-1,4,3.0-4.4,5/15/20,3.0_4.4,LA,39
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-1,4,3.0-4.4,5/15/20,3.0_4.4,LA,50.9
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-2,4,3.0-4.4,5/15/20,3.0_4.4,LA,47.3
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-2,4,3.0-4.4,5/15/20,3.0_4.4,LA,47.3
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-2,4,3.0-4.4,5/15/20,3.0_4.4,LA,58.8
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,5/15/20,3.0_4.4,LA,40.3
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,5/15/20,3.0_4.4,LA,40.3
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,5/15/20,3.0_4.4,LA,58
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-7,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,46
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-7,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,46
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-7,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,59.4
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,39.7
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,39.7
2020,LA,15-May,5,15,D,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,5/15/20,3.0_4.4,LA,55.9
2020,MW_MS,15-May,5,15,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/15/20,3.0_4.4,,76.1
2020,MW_MS,15-May,5,15,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/15/20,3.0_4.4,,75.8
2020,MW_MS,15-May,5,15,D,Full,Medium,S45-J3X,4.5,4.5-4.7,5/15/20,4.5_4.7,,73.1
2020,MW_MS,15-May,5,15,D,Full,Medium,S47-Y9X,4.7,4.5-4.7,5/15/20,4.5_4.7,,79.5
2020,MW_MS,15-May,5,15,D,Full,Medium,S47-Y9X,4.7,4.5-4.7,5/15/20,4.5_4.7,,73.7
2020,MW_MS,15-May,5,15,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/15/20,4.8_4.9,,78.5
2020,MW_MS,15-May,5,15,D,Full,Medium,S49-F5X,4.9,4.8-4.9,5/15/20,4.8_4.9,,76.6
2020,MW_MS,15-May,5,15,D,Full,Medium,S50-G9XS,5,5.0-5.3,5/15/20,5.0_5.3,,77.5
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-1,4,3.0-4.4,5/16/20,3.0_4.4,LA,73.3
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,5/16/20,4.5_4.7,LA,55.5
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-2,4,3.0-4.4,5/16/20,3.0_4.4,LA,70.9
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,5/16/20,4.8_4.9,LA,57.9
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,5/16/20,4.8_4.9,LA,39
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,5/16/20,4.8_4.9,LA,60.9
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,5/16/20,4.8_4.9,LA,59.6
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,5/16/20,4.8_4.9,LA,38.1
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,5/16/20,4.8_4.9,LA,60.4
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,5/16/20,4.8_4.9,LA,44
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,5/16/20,5.0_5.3,LA,57.9
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-26,5.1,5.0-5.3,5/16/20,5.0_5.3,LA,42
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,5/16/20,5.0_5.3,LA,57.7
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,5/16/20,5.0_5.3,LA,48.3
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,5/16/20,3.0_4.4,LA,72.9
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-7,4.2,3.0-4.4,5/16/20,3.0_4.4,LA,73
2020,LA,16-May,5,16,D,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,5/16/20,3.0_4.4,LA,70
2020,ME_MS,19-May,5,19,D,Full,Medium,S44-C7X,4.4,3.0-4.4,5/19/20,3.0_4.4,,69.4
2020,NW_MS,19-May,5,19,D,Full,Clay,S44-C7X,4.4,3.0-4.4,5/19/20,3.0_4.4,,77.6
2020,MW_MS,19-May,5,19,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/19/20,4.8_4.9,,60.6
2020,NW_MS,19-May,5,19,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/19/20,4.8_4.9,,77.6
2020,ME_MS,20-May,5,20,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/20/20,4.8_4.9,,61.6
2020,ME_MS,20-May,5,20,D,Full,Clay,S53-F7X,5.3,5.0-5.3,5/20/20,5.0_5.3,,52.6
2020,MW_MS,21-May,5,21,D,Full,Clay,S49-F5X,4.9,4.8-4.9,5/21/20,4.8_4.9,,65.9
2020,ME_MS,21-May,5,21,D,Non,Clay,S53-F7X,5.3,5.0-5.3,5/21/20,5.0_5.3,,54
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.2-1,4.2,3.0-4.4,5/22/20,3.0_4.4,N,66.3
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.3-2,4.3,3.0-4.4,5/22/20,3.0_4.4,N,59.3
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.4-3,4.4,3.0-4.4,5/22/20,3.0_4.4,N,59.7
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.6-1,4.6,4.5-4.7,5/22/20,4.5_4.7,N,52.9
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.8-2,4.8,4.8-4.9,5/22/20,4.8_4.9,N,66.5
2020,NE,22-May,5,22,E,Non,Loam,Corteva-4.8-3,4.8,4.8-4.9,5/22/20,4.8_4.9,N,50.2
2020,NE,22-May,5,22,E,Non,Loam,Corteva-5.4-1,5.4,5.4-6.0,5/22/20,5.4+,N,58
2020,NE,22-May,5,22,E,Non,Loam,Corteva-5.5-2,5.5,5.4-6.0,5/22/20,5.4+,N,60.6
2020,ME_MS,22-May,5,22,E,Non,Medium,S53-F7X,5.3,5.0-5.3,5/22/20,5.0_5.3,,41
2020,MW_MS,26-May,5,26,E,Non,Medium,S53-F7X,5.3,5.0-5.3,5/26/20,5.0_5.3,,70.1
2020,LA,29-May,5,29,E,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,5/29/20,5.4+,LA,38.4
2020,LA,29-May,5,29,E,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,5/29/20,3.0_4.4,LA,59.9
2020,LA,29-May,5,29,E,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,5/29/20,3.0_4.4,LA,63.8
2020,LA,29-May,5,29,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,5/29/20,3.0_4.4,LA,59.1
2020,C,30-May,5,30,E,Non,Clay,Corteva-4.6-1,4.6,4.5-4.7,5/30/20,4.5_4.7,C,56.6
2020,C,30-May,5,30,E,Non,Clay,Corteva-4.8-3,4.8,4.8-4.9,5/30/20,4.8_4.9,C,54.4
2020,C,30-May,5,30,E,Non,Silt Loam,S41XS98,4.1,3.0-4.4,5/30/20,3.0_4.4,C,62
2020,C,30-May,5,30,E,Non,Silt Loam,S43XS70,4.3,3.0-4.4,5/30/20,3.0_4.4,C,57
2020,C,30-May,5,30,E,Non,Silt Loam,S47XT20,4.7,4.5-4.7,5/30/20,4.5_4.7,C,51
2020,C,30-May,5,30,E,Non,Silt Loam,S48XT90,4.8,4.8-4.9,5/30/20,4.8_4.9,C,51
2020,C,30-May,5,30,E,Non,Silt Loam,S49XT70,4.9,4.8-4.9,5/30/20,4.8_4.9,C,47
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS3976X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,29.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS3976X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,35.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS3976X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,29.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS3976X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,32
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4407X,4.4,3.0-4.4,6/1/20,3.0_4.4,C,39.9
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4407X,4.4,3.0-4.4,6/1/20,3.0_4.4,C,40.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4407X,4.4,3.0-4.4,6/1/20,3.0_4.4,C,44.7
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4407X,4.4,3.0-4.4,6/1/20,3.0_4.4,C,44.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,P39A58X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,35.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,P39A58X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,40.3
2020,C,1-Jun,6,1,E,Non,Silt Loam,P39A58X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,36.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,P39A58X,3.9,3.0-4.4,6/1/20,3.0_4.4,C,29.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,6/1/20,4.5_4.7,C,51
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,6/1/20,4.5_4.7,C,54.9
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,6/1/20,4.5_4.7,C,50.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 45E10,4.5,4.5-4.7,6/1/20,4.5_4.7,C,44.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,6/1/20,4.5_4.7,C,53
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,6/1/20,4.5_4.7,C,48.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,6/1/20,4.5_4.7,C,50.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 46X05/STS,4.6,4.5-4.7,6/1/20,4.5_4.7,C,49.1
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,6/1/20,4.8_4.9,C,45.1
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,6/1/20,4.8_4.9,C,44.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,6/1/20,4.8_4.9,C,44.8
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 48E49/STS,4.8,4.8-4.9,6/1/20,4.8_4.9,C,47.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,6/1/20,4.5_4.7,C,42.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,6/1/20,4.5_4.7,C,47.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,6/1/20,4.5_4.7,C,47.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,LS4565XS,4.5,4.5-4.7,6/1/20,4.5_4.7,C,46.8
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,37.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,44.8
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,45.3
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52E15/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,40.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,54.4
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,49.1
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,55.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 52X05/STS,5.2,5.0-5.3,6/1/20,5.0_5.3,C,45.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,6/1/20,5.4+,C,38.5
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,6/1/20,5.4+,C,43.2
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,6/1/20,5.4+,C,36.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,DeltaGrow 54X25,5.4,5.4-6.0,6/1/20,5.4+,C,44.1
2020,C,1-Jun,6,1,E,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,6/1/20,5.0_5.3,C,48.3
2020,C,1-Jun,6,1,E,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,6/1/20,5.0_5.3,C,46.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,6/1/20,5.0_5.3,C,46.6
2020,C,1-Jun,6,1,E,Non,Silt Loam,ZS5098E3S,5,5.0-5.3,6/1/20,5.0_5.3,C,43.4
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-1,4,3.0-4.4,6/2/20,3.0_4.4,LA,34.1
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,6/2/20,3.0_4.4,LA,33.1
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-13,4.4,3.0-4.4,6/2/20,3.0_4.4,LA,31.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,6/2/20,4.5_4.7,LA,35.6
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-15,4.5,4.5-4.7,6/2/20,4.5_4.7,LA,32.5
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/2/20,4.5_4.7,LA,39.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,6/2/20,4.5_4.7,LA,33.7
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-18,4.6,4.5-4.7,6/2/20,4.5_4.7,LA,28.2
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-2,4,3.0-4.4,6/2/20,3.0_4.4,LA,35.3
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-21,4.7,4.5-4.7,6/2/20,4.5_4.7,LA,33.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,6/2/20,4.8_4.9,LA,32
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/2/20,4.8_4.9,LA,42.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,6/2/20,4.8_4.9,LA,34.2
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-23,4.8,4.8-4.9,6/2/20,4.8_4.9,LA,34.4
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,6/2/20,4.8_4.9,LA,38.4
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,6/2/20,4.8_4.9,LA,33.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-29,5.2,5.0-5.3,6/2/20,5.0_5.3,LA,32.3
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/2/20,3.0_4.4,LA,35.9
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,6/2/20,3.0_4.4,LA,34.8
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-4,4.1,3.0-4.4,6/2/20,3.0_4.4,LA,30.2
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-8,4.2,3.0-4.4,6/2/20,3.0_4.4,LA,26.8
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/2/20,3.0_4.4,LA,45
2020,LA,2-Jun,6,2,E,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,6/2/20,3.0_4.4,LA,36.4
